emp_no,first_name,last_name,gender,salary,to_date,dept_no
12053,Yechezkel,Pelc,M,48319,1990-11-12,d004
12054,Odysseas,Braccini,M,67400,2000-08-05,d007
12060,Toshimi,Antonakopoulos,M,40000,1997-06-21,d006
12062,Margareta,Worfolk,M,44199,1997-01-03,d003
12063,Lein,Bale,F,56022,1995-07-24,d004
12069,Ayonca,Burnard,M,51928,1986-05-13,d005
12070,Ger,Shokrollahi,M,50233,1989-11-14,d005
12007,Marko,Dehkordi,M,40000,1990-05-17,d005
12076,Karlis,Siprelle,F,75381,1986-03-25,d007
12011,Zhilian,Coorg,F,85833,1989-07-22,d007
12015,Kensei,Guenter,M,42853,2000-11-15,d008
12021,Chikara,Rahimi,M,40000,1992-09-29,d004
12080,Panayotis,Feinberg,M,47946,1994-05-17,d007
12023,Chuanyi,Eppinger,M,40000,1995-12-08,d006
12024,Mayumi,Lanzelotte,M,65580,1998-11-03,d003
12028,Ingemar,Walstra,M,51314,1993-09-02,d005
12082,Xinan,Yamaashi,M,72118,1987-01-29,d007
12030,Shuky,Cromarty,M,40000,1997-06-24,d003
12034,Aemilian,Piazza,M,40148,1996-11-21,d007
12089,Bilhanan,Socorro,M,46288,1987-10-22,d003
12090,Shigenori,Angelopoulos,F,46269,2000-10-02,d004
12091,Lansing,Cunliffe,M,40000,1990-03-21,d006
12092,Kauko,Unno,M,40000,1999-08-08,d008
12093,Evgueni,Oxenboll,F,40000,1995-01-19,d005
12094,Weiru,Pearson,F,44788,1990-04-27,d009
12099,Nobuyoshi,Kuzuoka,M,104610,1995-02-15,d007
12221,Vincent,Melter,M,56736,1986-09-16,d005
12102,Aron,Erde,M,90853,1995-02-17,d007
12222,Abdelwaheb,Holburn,F,55840,1988-08-14,d002
12223,Niteen,Koyama,F,54459,1987-08-13,d004
12112,Satyanarayana,Avouris,M,76538,1990-09-26,d002
12230,Yuriy,Bellone,F,53692,1998-04-13,d005
12231,Nishit,Bharadwaj,M,40000,1991-05-19,d004
12235,Honesty,Haumacher,F,100755,1998-07-10,d007
12114,Shiv,Rubsam,M,40000,1998-02-04,d008
12242,Satoru,Wolniewicz,F,46911,1995-11-12,d005
12122,Satoru,Krone,F,46398,1988-07-23,d004
12123,Xiahua,Syrzycki,F,64879,1988-07-17,d008
12247,Subbu,Penttonen,F,59183,1986-04-09,d005
12249,Eldridge,Sadowski,M,70099,1988-06-20,d005
12250,Kerhong,Aloia,F,61573,1992-04-24,d005
12125,Shounak,Erman,F,41215,1998-03-31,d004
12256,Guadalupe,Reghbati,F,40000,1986-08-26,d003
12138,Takahito,Brender,F,40000,1997-02-22,d004
12258,Kankanahalli,Eiter,F,40748,1991-06-22,d005
12264,Mart,Pagter,M,51816,1999-01-09,d005
12269,Mohammed,Whitcomb,F,40000,1995-07-06,d006
12270,Shakhar,Kornyak,M,52840,1990-08-19,d008
12272,Behnaam,Grandbois,F,43811,1988-12-07,d003
12273,Jaideep,Uehara,M,90736,1992-02-14,d007
12140,Xudong,Paciorek,M,40000,1997-11-15,d003
12149,Suebskul,Grandbois,M,109934,1989-10-01,d007
12281,Hisao,Langford,F,45417,1994-09-22,d005
12282,Tadahiro,Delgrange,M,40000,2000-10-05,d005
12159,Shem,Perly,M,61210,1986-07-17,d005
12291,Masamitsu,Koyama,F,67506,1994-03-29,d007
12298,Tetsurou,Rodham,M,62015,1995-03-31,d008
12160,Aamer,Garrabrants,M,60391,1990-09-19,d007
12164,Muneo,Chachaty,F,43366,1997-05-14,d005
12308,Mototsugu,Cronau,M,58741,1986-08-11,d003
12311,Susanne,Lubachevsky,M,40000,1986-10-22,d005
12316,Hyuncheol,Duclos,F,46261,1993-04-05,d004
12317,Weiyi,Crabtree,M,40000,1997-08-11,d004
12165,Xiaobin,Maquelin,F,41951,1995-08-29,d005
12168,Arnd,Salverda,M,40000,1997-06-21,d009
12327,DAIDA,Bruckman,M,67449,1987-10-16,d005
12328,Atilio,Prampolini,M,51299,1998-05-03,d003
12172,Jianhua,Llado,M,40000,1991-12-08,d003
12338,Kagan,Besselaar,F,46270,1998-01-10,d002
12174,Slavian,Plavsic,F,40000,1997-01-08,d005
12339,Pranay,Czaja,M,40000,1997-07-18,d008
12183,Harngdar,Iisaku,M,40000,1999-04-04,d006
12341,Rasiah,Luga,M,40000,1986-05-25,d005
12186,Guther,Nooteboom,F,70221,1994-01-24,d009
12343,Sorina,Slaats,M,52134,1989-08-25,d004
12190,Abdulah,Engberts,M,40000,1998-12-13,d005
12355,Vidar,Hutton,M,70724,1990-11-08,d004
12364,Neelam,Cummings,F,42337,1999-11-02,d004
12191,Rosella,Bazzichi,M,45307,1999-11-22,d004
12365,Kamakshi,Bisiani,M,40000,1989-09-12,d004
12368,Gor,Dechter,F,45415,1993-06-14,d001
12192,Feiyu,Klyachko,F,41625,1987-09-02,d006
12205,Sushant,Rossi,M,40000,1988-11-10,d005
12373,Mooi,Driscoll,F,75986,1994-11-11,d007
12379,Kazuhisa,Serna,F,43508,1997-06-02,d005
12206,Barton,Janetzko,F,40000,1986-03-27,d005
12381,Amalendu,Klerer,M,42211,1990-06-24,d008
12210,Vugranam,Ashish,M,40000,1993-11-08,d008
12388,Arumugam,Hebert,F,40000,1998-09-11,d004
12213,Kwangho,Brizzi,M,79834,1995-11-01,d007
12216,Aloke,Mansanne,M,40000,1996-10-24,d006
12394,Stevo,Reeken,F,40000,1999-09-26,d006
12395,Sanjit,Felder,M,66909,1996-06-04,d002
12218,Yaghout,Strooper,M,40000,1992-03-11,d006
12399,Mihalis,Luga,M,85582,1988-12-06,d007
12219,Junsik,Gadepally,F,57507,1996-06-12,d008
12411,Shao,Ibel,M,97610,1987-08-17,d007
12413,Hugh,Gadepally,F,53179,1995-03-04,d004
12417,Dannz,Spelt,F,67342,1999-02-02,d004
12421,Toshimi,Gulik,M,52691,1992-10-29,d005
12596,Breannda,Roisin,M,40000,1997-09-29,d003
12597,Kazuhito,Petereit,F,63589,2000-12-12,d009
12422,Berhard,Demos,F,71376,1994-06-07,d003
12601,Ghassan,Simkin,M,41714,1993-07-09,d005
12603,Utpal,Roison,F,43168,1998-06-10,d003
12426,Shahaf,Valtorta,F,40000,2000-05-16,d006
12427,Zissis,Daescu,F,40000,1993-09-09,d008
12434,Xumin,Bernardinello,F,40000,1995-09-11,d004
12608,Nectarios,Mondadori,M,40000,1992-02-22,d003
12612,Chandrasekaran,Thimonier,M,92187,2000-05-28,d007
12617,Shawna,Rusterholz,M,55663,1992-03-02,d007
12623,Raimond,Scharstein,F,79700,1992-11-03,d001
12626,Gill,Comyn,F,61375,1991-09-25,d004
12630,Sreekrishna,Falco,M,41052,1990-06-03,d009
12635,Xinyu,Restivo,F,40000,1996-02-03,d009
12636,Yuuichi,Debuse,F,40000,1990-10-22,d009
12638,Yuqun,Seiwald,F,56677,2000-04-28,d005
12639,Zeljko,Schapire,F,40000,1995-05-21,d004
12642,Suebskul,Gips,F,68271,1997-10-28,d001
12644,Bernt,Jayawardene,M,40000,1990-10-28,d004
12645,Kyoichi,Decaestecker,F,63135,2000-05-20,d007
12651,Pragnesh,Bael,M,75150,1989-01-26,d007
12656,Seshu,Morton,F,70030,1995-06-27,d009
12662,Leucio,Alvarado,M,69016,1986-08-27,d005
12663,Nobuyoshi,Stellhorn,M,49966,1987-09-29,d005
12664,Zhonghua,Parveen,M,40000,2000-08-03,d009
12666,Stamatina,Prenel,M,40000,1999-04-19,d004
12670,Seongbae,Alameldin,M,45281,2000-09-09,d004
12672,Mayumi,Varman,F,54041,1999-04-02,d006
12438,Yongmao,Mondadori,M,109440,1992-12-19,d009
12680,Bader,Staudhammer,M,46321,1996-11-11,d001
12450,Sanjeeva,Perng,M,40000,1993-02-01,d005
12687,Weicheng,Badache,M,78376,1999-04-12,d007
12689,Luerbio,Boudaillier,M,59689,1993-11-23,d005
12691,Oddvar,Gils,M,48493,1993-08-25,d004
12697,Uri,Brizzi,M,40000,1987-07-11,d003
12707,Gregory,Zastre,M,53664,1999-06-24,d007
12709,Ronghao,Botman,M,45510,1996-02-26,d005
12715,Honglan,Showalter,M,40000,1997-07-05,d002
12717,Tzu,Jiafu,F,53194,2000-10-19,d008
12722,Elliott,Cheshire,F,62325,1986-03-29,d002
12725,Inderjeet,Flexer,F,40000,1995-05-28,d003
12726,Fumitake,Panwar,M,61177,1995-05-19,d005
12729,Nahla,Rahier,F,51796,1993-10-15,d009
12731,Yongmao,Waymire,F,40000,1989-04-05,d003
12732,Mara,Takanami,M,74436,1989-04-06,d007
12734,Gil,Frijda,M,40000,1987-03-03,d005
12746,Heekeun,Lunn,F,63044,1992-07-07,d004
12747,Salvador,Atrawala,F,40000,1995-05-23,d004
12748,Berry,Kakkar,M,40000,1999-12-13,d006
12753,Kazuhito,Syrotiuk,F,47071,1992-08-25,d004
12754,Ronnie,Tetzlaff,F,56137,1994-09-17,d006
12755,Rildo,Rodite,F,40196,1988-03-17,d003
12761,Hitofumi,Schaad,M,62465,1997-05-06,d007
12769,Abdelwaheb,Gluchowski,F,40000,1995-09-02,d004
12770,Maik,Benzaken,F,55103,1991-11-16,d007
12773,Jenwei,Lovengreen,M,65556,1986-03-05,d005
12774,Moon,Asrin,M,40000,1998-08-02,d005
12777,Sreenivas,Cichocki,F,50672,1995-08-20,d007
12785,Bouchung,Armand,F,68680,1997-12-29,d009
12786,Weiyi,Schusler,F,51030,2000-12-07,d004
12789,Sanjai,Felcyn,M,41358,1997-09-24,d005
12790,Gunilla,Perl,F,87760,1996-08-07,d007
12795,Masoud,Fordan,M,56969,1989-06-23,d002
12796,Saniya,Stanfel,M,40000,1993-05-24,d004
12798,Lillian,Beeson,F,81145,1988-12-26,d007
12799,Tiina,Businaro,F,42816,1994-12-25,d003
12803,Gad,Boissier,M,91789,1986-03-16,d001
12807,Gretta,Babb,M,48331,1997-08-06,d006
12810,Kristof,Staelin,M,46737,1997-07-06,d005
12815,Sushant,Junot,M,65073,1986-02-27,d008
12819,Mountaz,Gubsky,M,48455,1990-09-09,d004
12821,Arco,Gihr,F,46727,1998-05-04,d008
12828,Oksana,Camurati,M,85769,2000-06-06,d002
12829,Harngdar,Harbusch,M,51521,1996-07-05,d009
12840,Zhensheng,Ferretti,M,40000,1995-09-10,d005
12843,Yinlin,Heijenga,M,40000,1994-10-23,d005
12848,Kazuhide,Smeets,M,40000,1998-05-11,d005
12851,Kwangyoen,Ramsay,F,64013,1999-08-25,d002
12855,Mabhin,Murrill,M,40000,1993-08-12,d003
12857,Alagu,Gils,F,52646,1996-07-04,d005
12863,Leif,Matheson,M,62803,1986-09-06,d004
12865,Katsuyuki,Rothe,M,64679,1995-02-14,d008
12868,Berthier,Nanard,M,40000,1991-01-07,d006
12869,Jacopo,Swiler,F,61803,2000-01-02,d008
12452,Hiroyasu,Francisci,M,40000,1998-09-28,d004
12872,Marl,Schmittgen,F,56040,1987-09-09,d007
12454,Kerryn,Farris,F,41347,1999-12-18,d007
12879,Baruch,Eugenio,M,40000,1991-06-11,d005
12881,Huai,Yurek,M,66390,2000-08-24,d007
12464,Shai,Milicic,F,50448,1999-06-01,d007
12885,Anwar,Collavizza,M,40000,1991-09-11,d008
12887,Hilari,DuBourdieux,M,40000,1995-09-19,d005
12889,Mayumi,Mukaidono,F,58901,2000-04-27,d005
12890,Neven,Casley,F,66803,1986-10-31,d007
12893,Licheng,Crouzet,M,50803,1988-03-17,d007
12895,Roddy,Serot,M,40000,1994-08-15,d004
12899,Chinho,Sethi,M,40000,1990-01-13,d003
12466,Cullen,Nations,F,65175,1995-02-19,d002
12905,Munehiro,Gecsei,M,58659,1988-07-18,d005
12468,Ioana,Baezner,M,41627,1994-12-08,d003
12910,Uno,Casley,F,69301,1999-03-16,d009
12475,Filipe,Roison,M,40000,1988-04-25,d005
12915,Arco,Ligten,M,55723,1995-04-01,d007
12480,Tetsushi,Schade,M,62415,1998-12-21,d002
12923,Chaosheng,Journel,F,40000,1991-01-02,d005
12926,Heekeun,Luby,M,68314,1986-12-24,d008
12487,Mona,Reghbati,F,40000,1999-12-07,d002
12488,Etsuo,Gerteisen,F,40000,1991-04-27,d005
12934,Adil,Solares,F,47274,1990-10-15,d005
12489,Arnould,Munck,F,63306,1987-04-11,d005
12936,Reinhold,Farrow,M,64450,1995-11-10,d005
12490,Jackson,Muchinsky,F,40000,1995-05-09,d005
12940,Odinaldo,Farrar,F,49760,1988-12-11,d005
12941,Tommaso,Perelgut,F,67069,1987-11-06,d005
12492,Kristinn,Hammerschmidt,M,59589,1993-11-16,d004
12944,Alselm,Benzmuller,M,40000,1996-06-24,d009
12497,Stein,Penz,M,81191,1990-09-25,d007
12949,Geoff,Asrin,F,40000,1988-02-12,d005
12499,Izaskun,Lamba,F,69706,1991-08-27,d007
12501,Morrie,Matheson,F,76082,1987-06-05,d002
12960,Tayeb,Navazio,M,40000,1995-08-19,d008
12502,Danil,VanScheik,F,40000,1990-06-06,d004
12504,Adly,Rosaz,F,40000,1998-08-14,d004
12506,Gay,Rodite,F,50229,1991-08-29,d004
12509,Rutger,Krzyzanowski,M,40000,1992-09-25,d009
12514,Tomofumi,Melter,M,54241,2000-11-12,d005
12962,Paraskevi,Beerel,M,73680,1994-10-21,d007
12969,Mohan,Angot,F,59876,1993-02-04,d007
12977,Byong,Markovitch,M,61326,1988-08-23,d005
12982,Sachem,Aamodt,F,40000,1993-01-10,d005
12983,Elliott,Hambrick,F,57252,2000-06-27,d002
12986,Khun,Hennebert,M,50021,1991-09-20,d004
12987,Youngkon,Kading,M,56823,1994-05-03,d004
13000,Adhemar,Chiodo,F,40000,1998-07-05,d005
13002,Henk,Muhlberg,M,40935,1995-05-03,d005
13004,Fan,Beznosov,M,40000,1991-05-18,d004
13008,Jayesh,Zaumen,M,40000,2001-01-06,d006
13011,Aamer,Glowinski,F,51216,1996-05-17,d005
13013,Heekeun,Baak,F,40000,2001-01-21,d004
13027,Paraskevi,Kohling,M,65940,1993-01-22,d004
13030,Yahiko,Kroll,M,51770,1994-11-25,d001
13034,Arunas,Rosen,F,77736,1993-06-23,d009
13046,Vivian,Stafford,M,40000,1988-04-18,d002
13047,Atilio,Chelton,M,52323,1993-02-25,d005
13048,Kerhong,Massonet,M,40000,1997-11-14,d005
13052,Aleksandar,Schlenzig,M,42693,1992-07-26,d005
13054,Samphel,Masamoto,M,40000,1995-12-21,d004
13065,Zine,Schiper,M,58147,1993-01-26,d007
13067,Wayne,Kornyak,F,40000,1995-11-24,d005
13075,Rosella,Morrin,M,40000,1987-08-17,d001
13076,Deniz,Skafidas,F,50582,1996-01-28,d005
13084,Domenico,Pagter,F,64106,1996-03-01,d002
13086,Dzung,Domenig,M,40000,2001-01-26,d003
13093,Sajjan,Unno,M,75658,2000-09-17,d007
13096,Ibibia,Armand,M,52544,1995-04-22,d006
13103,Srinidhi,Ellozy,F,40000,1989-06-19,d005
13108,Rance,Matteis,M,40000,1990-12-14,d001
13110,Maria,Kamble,F,57941,1990-07-16,d005
13124,Quingbo,Garnick,F,73785,1986-03-17,d007
13126,Parviz,Hennebert,F,40000,1995-03-08,d004
13133,Guther,Senzako,M,67777,1986-09-03,d009
13134,Lorien,Chepyzhov,M,51227,1988-10-22,d004
13140,Shuji,Vidal,M,40000,2000-05-29,d008
13143,Qingxiang,Ventosa,F,40000,1991-02-25,d004
13144,Persi,Nollmann,M,52825,1990-06-19,d002
12515,Pranav,Wilharm,F,50655,1995-01-27,d004
12520,Goetz,Basart,M,40000,2000-03-05,d004
12522,Trygve,Zhang,M,47733,2000-01-28,d004
12523,Tonia,Casley,M,94760,1991-01-22,d007
12524,Tetsushi,Demeyer,F,42824,1997-12-19,d005
13146,Haldon,Erie,M,61398,1986-05-25,d007
12528,Conor,Cincotta,F,40000,1989-09-24,d009
13147,Shichao,Ginesta,M,77429,1994-06-29,d007
13150,Mahmut,Stavenow,M,40000,1992-06-14,d006
12534,Yongmao,Gerlach,M,66715,1986-08-14,d004
13156,Akeel,Millington,M,48285,1993-08-18,d005
13159,Jingling,Ranst,F,54536,2000-08-11,d002
12537,Avishai,Gonthier,M,85107,1993-05-19,d001
13161,Manu,Picci,M,49733,1991-01-02,d005
13165,Lucian,Benner,F,42796,1989-03-16,d006
12540,Poornachandra,Bresenham,F,40000,1999-11-28,d003
13168,Munir,Stentiford,F,49210,1988-09-10,d004
13170,Cheong,Bernardeschi,M,49012,1994-01-09,d003
13171,Anoosh,Birnbaum,M,40000,1988-08-30,d006
13173,Arve,Horswill,M,46354,1988-09-23,d007
12541,Shih,Nanard,M,93105,1989-08-31,d007
13175,Yucai,Swick,M,65572,1992-01-20,d004
12542,Kazuhide,Bouloucos,F,44176,1988-09-11,d003
12551,Jeane,Tzvieli,M,40000,1988-12-03,d004
13179,Moty,Janocha,M,90233,2000-02-19,d007
13182,Kokou,Rodite,M,46832,2000-03-02,d004
13186,Kyoichi,Barbanera,M,93138,1987-04-29,d007
13189,Yuuichi,Bazzichi,F,40000,2000-10-15,d008
12553,Aral,Vesna,M,40000,1988-02-28,d003
13192,Rosita,Flowers,M,43986,1994-02-01,d004
12555,Spyrose,DuCasse,M,68051,1996-07-22,d005
13200,Weidon,Pauthner,F,50821,1992-08-06,d004
12557,Stafford,Kopetz,M,41840,1989-03-20,d004
12558,Danco,Niizuma,M,40000,1990-08-12,d006
13202,Aram,Scharstein,F,51915,1987-03-29,d008
13203,Phule,Emmart,M,40000,1991-01-12,d009
13204,Mircea,Pellegrinelli,F,45177,1997-12-16,d004
13206,Tetsurou,Rullman,M,44383,2000-09-05,d002
13210,Jianhua,Klassen,M,83961,1998-07-27,d001
13213,Hein,Billawala,M,61131,1989-08-30,d007
12563,Honesty,Ducloy,M,40000,1999-03-08,d005
13216,Stabislas,Weedman,M,40000,2000-05-22,d009
12564,Remco,Nitsche,M,76772,1999-11-03,d002
12571,Abdelaziz,Candan,F,53163,1998-04-23,d004
13227,Goncalo,Pell,M,88669,1998-02-03,d007
12574,Mong,Gelosh,M,66284,2000-01-08,d005
13232,Mitchel,Fujisaki,F,40000,1987-06-02,d005
13233,Alselm,Chvatal,M,49414,1988-03-30,d005
12586,Oguz,Tasistro,M,50972,1995-04-30,d006
13235,Taizo,Remmers,F,57427,1999-04-23,d009
13238,Ebru,Foote,F,40000,1994-10-10,d007
13240,King,Pileggi,M,49018,1995-03-10,d005
13246,Adil,Siepmann,F,83156,2000-12-30,d007
12588,Yagil,Kenevan,M,49125,1998-02-08,d005
13250,Zeydy,Schusler,M,47829,1989-10-28,d004
13252,Morris,Kavvadias,F,55454,1998-04-04,d008
13260,JoAnna,McDermid,M,40000,1998-02-08,d005
12589,Anoosh,Chleq,M,59441,1989-09-08,d005
13263,Subhash,Zockler,F,61281,1991-06-17,d003
12590,Gita,Rosenbaum,M,72208,1994-02-25,d007
13332,Nidapan,Pearson,F,40000,1988-09-23,d004
13272,Arun,Jiang,F,40000,1986-03-10,d009
13276,Yechiam,Seuren,M,65836,1987-03-09,d002
13282,Cordelia,Macedo,M,45990,1990-04-16,d002
13333,Yoshinari,Hennebert,M,50997,1989-03-23,d004
13288,Muneo,Broomell,F,40000,1988-04-13,d003
13290,Stamatina,Karner,F,40000,1996-12-23,d003
13291,Georg,Stamatiou,M,54720,1987-10-30,d005
13341,Bodh,Doering,F,40000,1987-03-11,d001
13294,Haldun,Stroustrup,F,57991,1998-12-20,d009
13302,Mack,Alencar,F,40000,1991-09-26,d005
13303,Koldo,Rissanen,M,63524,1998-02-28,d007
13309,Toshimori,Lipner,F,40000,1998-12-25,d004
13342,Georgy,Doering,F,59327,2000-03-11,d005
13312,Filipp,Schurmann,F,53718,1999-05-01,d008
13315,Sakthirel,Stroustrup,F,40000,1992-06-01,d005
13343,Heon,Usery,M,40000,1989-07-29,d002
13320,Gino,Bahr,F,47422,1994-04-10,d005
13346,Francoise,Zastre,M,40000,1994-09-29,d005
13347,Lein,Sifakis,F,79839,1995-05-25,d005
13520,Takahiro,Mahnke,F,46435,1996-11-02,d004
13522,Jaewon,Vingron,M,70884,1998-06-01,d001
13523,Dines,Karunanithi,M,45333,1998-10-24,d009
13524,Chaoyi,Porotnikoff,F,52849,1996-10-27,d007
13535,Arunas,Schlenzig,F,40000,1987-05-19,d004
13539,Cedric,Bala,F,54246,1991-04-01,d005
13540,Cordelia,Krohn,M,82488,2000-09-15,d007
13544,Beshir,Sullins,M,91559,1993-04-24,d007
13546,Aimee,Brookner,F,50295,1989-10-26,d004
13549,Matk,Koprowski,M,40000,1998-06-18,d005
13552,Ingmar,Capobianchi,M,73346,1986-03-23,d008
13554,Divine,Birke,M,49930,1994-07-04,d001
13349,Zeydy,Danner,F,66066,1994-10-02,d007
13357,Mabry,Llado,F,40000,2000-01-24,d004
13571,Eben,Passino,F,61100,1993-06-03,d004
13575,Kazuhiko,Hettesheimer,M,73636,1992-03-08,d004
13576,Jungsoon,Engberts,F,73022,1993-08-29,d005
13361,Wilmer,Baek,F,40000,1997-05-03,d003
13586,Abdelwaheb,Klassen,M,40000,1990-07-18,d008
13591,Jinxi,Poulakidas,F,40000,2000-06-23,d005
13368,Kiyokazu,Klassen,M,52872,1998-09-30,d003
13596,Georg,Marletta,M,57320,1994-07-24,d004
13598,Subhrajyoti,Barvinok,M,76264,1996-12-29,d004
13600,Baocai,Babu,M,40000,1998-09-02,d008
13605,Dmitry,Encarnacion,F,70404,1986-09-29,d007
13371,Nakhoon,Riexinger,F,40000,1992-12-12,d004
13373,Juichirou,Naumovich,M,82749,1992-08-23,d003
13612,Shao,Mansanne,F,40000,1997-06-23,d004
13374,Atreye,Kalefeld,M,40000,1998-08-13,d005
13378,Rafols,Zhiwei,F,64833,1999-07-17,d005
13617,Prodip,Fioravanti,F,40000,2000-07-23,d006
13621,Fei,Haddadi,M,73192,1988-02-09,d005
13379,Kinh,Engelmann,M,52620,1996-09-07,d009
13624,Zhigen,Yurek,M,40000,1988-05-11,d003
13385,Claudi,Buchter,M,40000,1987-06-10,d003
13629,Dzung,Trelles,M,40000,1988-01-03,d005
13386,Khosrow,Sgarro,F,91420,1987-02-23,d005
13388,Shuji,Cesareni,M,52597,1995-06-05,d004
13389,Divine,Cmelik,F,40000,1989-03-23,d008
13642,Inderjeet,Luit,M,45456,1993-03-04,d001
13643,Geoff,Chenney,M,64841,1990-07-08,d005
13390,Nathan,Hutton,M,40000,2000-01-10,d004
13648,Zejun,Lamba,F,47723,1986-11-16,d004
13653,Kristen,Iivonen,M,53242,1992-01-17,d003
13392,Fumitake,Beidas,F,69221,1989-08-26,d007
13394,Anneke,Lorys,M,44631,1996-03-05,d001
13662,Tianruo,Zucker,F,66158,1990-02-06,d008
13670,Moti,Takanami,F,40000,1989-06-30,d005
13396,Chuanyi,Aumann,F,40000,1995-03-29,d009
13402,Augustine,Dulli,M,40000,2000-09-11,d008
13673,Kish,Levasseur,F,50560,1994-08-17,d004
13680,Denny,Speer,M,46968,1997-02-04,d007
13405,Randy,Baba,F,60799,1991-05-10,d007
13683,Zhilian,Vakili,F,40000,1996-03-08,d005
13685,Weicheng,Hockney,F,48322,1992-11-28,d005
13407,Gio,Chenoweth,M,60348,1993-10-03,d004
13408,Sreekrishna,Lagarias,M,52479,1996-07-24,d004
13697,Shuichi,Weedon,M,40000,1986-06-20,d005
13412,Ranga,Erdmenger,M,56217,1997-03-21,d001
13415,Nathalie,Speer,F,61838,1992-04-24,d006
13416,Fox,Billawala,M,40000,1997-04-11,d004
13704,Vishu,Kumaresan,F,40000,1988-09-30,d004
13417,Dipayan,Condotta,M,53074,1991-11-05,d007
13708,Taizo,Bolsens,F,48399,1992-05-09,d008
13422,Vishwani,Gerlach,F,59466,1989-01-16,d006
13713,Nitsan,Porenta,M,56608,1997-06-04,d003
13719,Hugh,Porotnikoff,F,49098,1995-09-23,d004
13427,Sreekrishna,Narwekar,F,50468,1997-01-25,d007
13721,Sugwoo,Delgrossi,F,64754,1996-09-20,d007
13439,Domenick,Ullian,F,49283,1993-03-25,d004
13727,Vitali,Merey,M,50798,2000-10-06,d003
13730,Munehiro,Kalorkoti,M,53832,1992-07-19,d001
13738,Bangqing,Mitchem,F,48349,1999-06-30,d005
13744,Hisao,Quittner,M,58206,1991-12-24,d005
13442,Giordano,Miake,M,40000,1988-06-15,d003
13745,Ung,Camurati,M,40000,1990-10-23,d004
13443,Mayuko,Puppo,M,40000,1991-12-26,d006
13445,Renee,Dehkordi,M,53194,1997-11-29,d004
13758,Subhrajyoti,Sidou,M,66365,1994-05-12,d007
13451,Gretta,Weiland,M,40000,1987-08-23,d003
13762,Fumino,Choobineh,F,88048,1991-05-15,d007
13766,Tremaine,Heemskerk,M,43748,1987-08-18,d009
13769,Yakichi,Trogemann,F,61025,1989-10-18,d007
13453,Sugwoo,Lalonde,M,52593,1996-01-09,d005
13772,Khalil,Klyachko,M,57288,1998-06-20,d006
13456,Uzi,Erol,M,40000,2000-06-12,d005
13775,Arve,Maierhofer,M,70161,1988-10-20,d007
13457,Shooichi,Parfitt,M,40812,1987-01-18,d006
13776,Marjo,Brookner,F,53362,1996-03-19,d001
13458,Feipei,Nivat,F,41375,1990-03-02,d009
13460,Yinghua,Gips,M,40000,1994-05-09,d004
13786,Takushi,Berendt,F,74494,1990-05-19,d007
13787,Xiaobin,Sinicrope,F,40000,1991-10-30,d004
13463,Theron,Berstel,F,40000,1989-01-25,d004
13792,Valery,Sury,M,59127,1986-07-27,d002
13465,Sasan,Rehfuss,M,49821,2000-03-11,d004
13796,Paloma,Thorelli,M,50962,1996-12-31,d005
13797,Juyoung,Leonhardt,M,54537,1993-04-13,d008
13467,Zhigen,Katzenelson,M,56977,1992-07-25,d005
13798,Khosrow,Tischendorf,F,41101,1992-02-17,d004
13799,Chriss,Backhouse,M,40000,1994-07-08,d006
13800,Nikolaus,Gammage,F,40000,1999-03-25,d006
13472,Dzung,Larfeldt,M,40000,1998-08-28,d004
13809,Kiyotoshi,Basagni,M,43735,1987-01-12,d009
13811,Kien,Azadmanesh,M,52175,1990-11-14,d004
13815,Guadalupe,Plotkin,M,40000,1986-09-09,d004
13475,Kamakshi,Piancastelli,F,55431,1994-05-27,d007
13825,Arlette,Pell,M,54704,1987-08-02,d004
13493,Uinam,Jullig,F,40000,1988-09-06,d005
13831,Yinghua,Rikino,F,40000,1996-07-25,d004
13838,Giao,Stellhorn,M,40000,1990-03-01,d009
13841,Christophe,Spinelli,M,52277,1993-01-31,d006
13842,Juichirou,Cichocki,F,40000,1992-04-20,d008
13846,Guiseppe,Welham,M,61097,1986-03-20,d008
13847,Dhritiman,Gulik,F,40599,1999-06-02,d004
13853,Mingsen,Roohalamini,M,61615,1992-03-24,d008
13856,Xiping,Conta,F,77934,1996-04-25,d007
13857,Mostafa,Ferriere,F,51929,1991-11-09,d004
13859,Anoosh,Fujisawa,M,40000,1988-08-22,d005
13861,Parke,Serna,F,42013,1996-06-11,d008
13863,Reinhard,Baig,M,84893,1991-03-23,d007
13870,Theirry,Kirkerud,F,40000,1998-02-17,d004
13875,Genta,Manders,M,40000,1993-01-20,d004
13884,Kensei,Swift,M,44785,1999-12-21,d004
13888,Xuedong,Reghbati,F,40000,1996-03-08,d005
13894,Ult,Schonegge,F,48958,1988-11-27,d004
13897,JoAnna,Hardjono,M,48476,1990-05-18,d005
13899,Mostafa,Crouzet,F,40000,1995-06-14,d004
13904,Youngkon,Cairo,M,73885,1988-09-02,d005
13911,Fen,Jansen,M,64188,1994-11-24,d001
13500,Irene,Erol,M,57581,1992-11-06,d004
13913,Xinan,Yoshizawa,M,42772,1998-12-18,d004
13919,Brewster,Sinicrope,M,51486,2000-12-03,d009
13922,Jinpo,Langford,M,80951,1991-12-25,d002
13504,Parto,Mandell,F,41895,1987-12-21,d005
13924,Mary,DasSarma,F,40000,1992-11-04,d004
